RecoleccionID,Fecha,Distrito,Residuo,Toneladas,TiempoRuta,Saturacion,Quejas,DistanciaKm,EstadoCamion
339,2025-12-22,Ancón,Plástico,3.14,75,62,2,29.06,Operativo
340,2026-06-05,San Martín de Porres,Metal,7.86,51,91,1,8.22,Operativo
341,2026-06-04,Los Olivos,Metal,13.47,22,42,1,29.21,Operativo
342,2025-07-07,Comas,Peligroso,11.26,50,77,4,18.54,Operativo
343,2024-09-23,Santa Rosa,Metal,16.07,59,20,4,26.2,Operativo
344,2024-10-06,Ancón,Vidrio,14.85,77,56,1,31.53,Operativo
345,2026-06-29,San Martín de Porres,Vidrio,19.06,40,77,0,26.83,Operativo
346,2026-06-10,Comas,Vidrio,15.03,69,78,2,16.22,Mantenimiento
347,2026-03-11,Santa Rosa,Metal,12.42,70,47,2,28.88,Operativo
348,2025-04-14,Puente Piedra,Peligroso,16.49,29,54,2,13.12,Operativo
349,2024-10-26,Comas,Peligroso,14.87,53,95,4,3.92,Operativo
350,2026-03-04,Puente Piedra,Vidrio,13.56,28,74,0,19.35,Operativo
351,2025-03-27,Carabayllo,Orgánico,16.21,20,94,0,27.01,Operativo
352,2026-02-14,Carabayllo,Vidrio,2.51,27,47,4,8.85,Operativo
353,2026-06-28,Independencia,Plástico,18.77,79,59,0,23.27,Operativo
354,2024-11-05,Puente Piedra,Papel y Cartón,13.3,67,92,0,22.66,Operativo
355,2025-04-30,Puente Piedra,Papel y Cartón,13.07,37,56,3,16.6,Operativo
356,2024-08-25,Santa Rosa,Plástico,13.43,50,71,3,8.44,Operativo
357,2025-10-18,Puente Piedra,Orgánico,11.06,57,41,0,18.98,Mantenimiento
358,2025-06-28,Puente Piedra,Peligroso,15.95,76,91,0,13.66,Operativo
359,2024-09-23,Independencia,Plástico,18.44,53,44,0,29.84,Operativo
360,2024-11-21,Santa Rosa,Plástico,4.44,34,36,0,31.79,Operativo
361,2025-04-12,Carabayllo,Peligroso,10.98,66,26,1,22.31,Operativo
362,2025-05-14,Carabayllo,Plástico,4.67,33,42,5,23.88,Operativo
363,2025-04-06,Los Olivos,Orgánico,6.7,31,61,3,11.29,Operativo
364,2025-01-01,San Martín de Porres,Peligroso,10.59,58,85,2,20.76,Mantenimiento
365,2025-09-12,San Martín de Porres,Vidrio,16.73,65,92,2,33.06,Operativo
366,2026-03-04,Independencia,Peligroso,2.93,24,50,4,24.78,Mantenimiento
367,2024-08-16,Comas,Plástico,4.15,60,43,1,2.25,Mantenimiento
368,2025-08-29,Ancón,Metal,2.92,21,88,1,27.28,Operativo
369,2024-11-25,San Martín de Porres,Papel y Cartón,12.94,61,80,1,19.58,Operativo
370,2025-05-29,Independencia,Vidrio,2.81,35,47,5,5.8,Mantenimiento
371,2025-08-29,Los Olivos,Orgánico,9.07,68,62,5,5.89,Operativo
372,2024-09-30,Comas,Peligroso,15.79,45,32,3,11.09,Operativo
373,2025-03-06,Puente Piedra,Vidrio,18.01,24,78,3,28.46,Operativo
374,2024-09-23,Carabayllo,Orgánico,2.13,42,82,3,32.92,Operativo
375,2025-04-18,Comas,Papel y Cartón,11.62,63,63,3,18.59,Operativo
376,2024-12-12,San Martín de Porres,Vidrio,2.01,47,23,1,10.57,Operativo
377,2025-06-18,Comas,Papel y Cartón,15.81,69,86,4,20.27,Mantenimiento
378,2026-05-03,Carabayllo,Peligroso,7.82,69,25,0,3.63,Operativo
379,2025-04-22,Santa Rosa,Peligroso,17.27,62,91,1,20.61,Operativo
380,2025-08-23,Comas,Orgánico,18.88,61,37,5,13.48,Operativo
381,2024-11-09,Ancón,Vidrio,7.38,30,27,4,8.86,Operativo
382,2024-09-09,Puente Piedra,Papel y Cartón,2.41,60,29,2,20.05,Operativo
383,2026-02-11,Carabayllo,Vidrio,8.33,79,88,3,9.29,Operativo
384,2026-04-18,Carabayllo,Orgánico,15.73,73,50,5,24.82,Operativo
385,2026-03-10,Comas,Vidrio,8.31,43,46,1,33.45,Operativo
386,2025-05-02,Comas,Metal,11.73,35,71,1,23.42,Mantenimiento
387,2025-03-14,Comas,Papel y Cartón,14.73,24,49,4,5.25,Operativo
388,2025-11-10,Puente Piedra,Peligroso,19.26,51,48,3,7.99,Mantenimiento
389,2025-11-17,Santa Rosa,Metal,3.25,50,30,1,18.77,Operativo
390,2026-03-13,Puente Piedra,Peligroso,15.48,79,50,3,28.38,Operativo
391,2025-01-13,Carabayllo,Peligroso,10.07,33,44,1,6.34,Operativo
392,2025-07-26,Los Olivos,Orgánico,15.43,34,62,1,11.48,Operativo
393,2025-06-03,Los Olivos,Metal,8.74,28,29,0,12.74,Operativo
394,2025-12-30,San Martín de Porres,Orgánico,6.62,45,38,4,30.29,Mantenimiento
395,2024-11-06,Santa Rosa,Metal,14.69,71,24,3,11.39,Operativo
396,2025-11-19,Puente Piedra,Vidrio,17.23,70,55,5,30.53,Operativo
397,2026-06-26,Los Olivos,Plástico,7.0,44,36,1,30.21,Operativo
398,2025-10-18,Los Olivos,Metal,15.47,30,33,3,34.8,Operativo
399,2026-04-04,San Martín de Porres,Plástico,2.55,47,36,4,6.61,Operativo
400,2025-08-07,Independencia,Vidrio,15.73,23,66,2,6.72,Operativo
401,2024-11-05,Puente Piedra,Peligroso,12.52,27,62,1,2.28,Operativo
402,2025-04-29,Puente Piedra,Papel y Cartón,11.61,71,35,5,29.66,Operativo
403,2025-05-06,Independencia,Vidrio,3.42,25,59,2,8.68,Operativo
404,2026-04-01,Los Olivos,Peligroso,7.51,28,63,3,20.47,Operativo
405,2025-03-29,Santa Rosa,Papel y Cartón,4.51,20,82,3,20.45,Operativo
406,2024-08-06,Comas,Papel y Cartón,7.34,45,32,2,32.83,Operativo
407,2025-02-17,Santa Rosa,Peligroso,4.63,29,29,3,32.35,Operativo
408,2025-11-29,Ancón,Papel y Cartón,12.42,20,36,1,12.06,Operativo
409,2024-07-13,Los Olivos,Peligroso,11.79,58,73,3,21.4,Operativo
410,2025-08-21,San Martín de Porres,Vidrio,7.34,67,89,5,30.42,Operativo
411,2025-07-24,Comas,Papel y Cartón,12.69,67,94,5,30.71,Operativo
412,2024-07-22,Ancón,Vidrio,18.32,22,85,2,4.56,Operativo
413,2024-11-07,Comas,Vidrio,4.29,62,66,3,26.85,Operativo
414,2025-06-16,Los Olivos,Metal,6.92,45,78,1,7.34,Operativo
415,2025-07-19,Puente Piedra,Peligroso,4.17,77,96,2,10.55,Operativo
416,2026-02-11,Independencia,Orgánico,3.82,51,73,1,28.75,Operativo
417,2026-05-05,Santa Rosa,Orgánico,18.17,27,68,5,10.52,Operativo
418,2025-02-06,Carabayllo,Orgánico,13.24,35,65,5,29.31,Operativo
419,2025-08-13,Comas,Vidrio,17.83,48,41,2,3.63,Operativo
420,2025-07-22,Independencia,Plástico,11.07,30,27,2,19.31,Operativo
421,2025-12-07,Ancón,Metal,15.8,46,64,1,21.1,Mantenimiento
422,2025-04-03,Los Olivos,Vidrio,4.17,51,72,4,18.97,Operativo
423,2026-02-23,Independencia,Metal,18.88,76,24,5,28.24,Operativo
424,2025-11-17,Los Olivos,Papel y Cartón,3.67,61,63,3,20.62,Operativo
425,2025-08-19,Los Olivos,Peligroso,11.69,28,65,1,31.19,Operativo
426,2024-09-01,Puente Piedra,Plástico,17.08,25,48,2,22.96,Operativo
427,2026-04-07,Puente Piedra,Metal,12.07,58,39,1,17.28,Operativo
428,2026-01-14,Ancón,Vidrio,18.9,26,22,0,6.42,Operativo
429,2026-01-26,Ancón,Orgánico,7.11,37,21,0,6.63,Operativo
430,2025-10-17,Santa Rosa,Vidrio,7.72,45,25,1,16.51,Operativo
431,2025-11-06,Comas,Plástico,13.37,73,22,4,29.65,Operativo
432,2025-12-31,Comas,Peligroso,7.93,77,37,5,13.96,Operativo
433,2026-02-23,Independencia,Vidrio,10.83,20,60,2,19.41,Operativo
434,2025-04-06,San Martín de Porres,Metal,16.29,71,26,4,17.59,Mantenimiento
435,2025-10-03,Los Olivos,Metal,14.89,28,42,5,12.46,Operativo
436,2025-05-16,Santa Rosa,Vidrio,12.97,57,76,0,6.39,Operativo
437,2026-02-02,Carabayllo,Orgánico,10.33,69,31,4,20.95,Operativo
438,2026-01-23,Independencia,Plástico,16.37,43,72,0,25.38,Operativo
439,2025-11-02,Los Olivos,Peligroso,11.32,78,49,2,32.85,Operativo
440,2026-01-12,Independencia,Metal,10.69,26,81,5,30.14,Operativo
441,2025-12-19,Comas,Orgánico,11.5,70,68,0,21.85,Operativo
442,2025-12-19,Comas,Plástico,11.09,73,43,0,11.23,Operativo
443,2025-05-10,Ancón,Vidrio,11.13,37,61,0,30.2,Operativo
444,2025-05-20,San Martín de Porres,Papel y Cartón,12.19,24,50,1,28.65,Operativo
445,2025-01-29,Puente Piedra,Orgánico,12.55,62,24,3,30.69,Operativo
446,2026-01-11,Los Olivos,Orgánico,9.5,46,27,4,13.35,Operativo
447,2026-01-29,Carabayllo,Papel y Cartón,12.09,59,50,5,27.94,Operativo
448,2025-10-22,Ancón,Orgánico,11.85,76,73,0,5.56,Operativo
449,2025-09-13,Santa Rosa,Metal,19.92,41,92,3,33.52,Operativo
450,2026-05-28,Carabayllo,Metal,3.53,28,53,1,8.91,Operativo
451,2024-08-10,Comas,Plástico,13.15,47,28,2,13.92,Operativo
452,2025-06-27,Ancón,Metal,15.79,30,54,4,30.37,Operativo
453,2025-05-18,Los Olivos,Peligroso,5.89,46,97,0,2.09,Operativo
454,2025-11-23,Comas,Metal,18.18,29,42,5,2.07,Operativo
455,2026-04-27,Ancón,Metal,16.45,44,21,1,18.74,Mantenimiento
456,2026-05-07,Santa Rosa,Papel y Cartón,16.64,58,30,5,24.38,Operativo
457,2025-10-23,Carabayllo,Orgánico,13.51,23,22,0,16.15,Operativo
458,2026-01-20,Ancón,Orgánico,13.38,63,45,1,23.85,Operativo
459,2026-06-22,Puente Piedra,Peligroso,8.18,32,74,5,31.91,Operativo
460,2024-07-17,San Martín de Porres,Vidrio,9.74,41,78,5,13.23,Mantenimiento
461,2026-03-22,Independencia,Plástico,10.28,74,79,0,30.55,Mantenimiento
462,2025-01-08,Ancón,Vidrio,2.45,49,29,3,26.85,Operativo
463,2025-12-02,Independencia,Orgánico,11.53,58,83,2,25.8,Operativo
464,2025-09-20,Independencia,Papel y Cartón,17.56,60,98,4,6.78,Mantenimiento
465,2025-11-01,Puente Piedra,Plástico,12.84,77,69,5,3.06,Operativo
466,2025-05-22,San Martín de Porres,Plástico,4.91,76,28,4,31.53,Operativo
467,2025-05-04,Independencia,Plástico,16.42,77,55,3,18.4,Operativo
468,2025-04-09,Ancón,Vidrio,13.57,38,31,1,24.89,Operativo
469,2026-06-21,Puente Piedra,Plástico,3.14,36,62,2,5.96,Operativo
470,2024-12-07,Ancón,Orgánico,12.64,22,30,3,21.19,Operativo
471,2026-05-12,Independencia,Vidrio,12.86,55,87,3,17.21,Operativo
472,2025-05-22,Carabayllo,Plástico,8.28,32,28,5,26.24,Operativo
473,2026-03-19,Carabayllo,Papel y Cartón,10.36,53,84,4,11.57,Operativo
474,2026-07-08,Santa Rosa,Papel y Cartón,8.25,67,55,3,14.08,Operativo
475,2025-09-27,Independencia,Vidrio,9.62,43,40,0,22.99,Operativo
476,2026-06-01,Comas,Vidrio,14.32,70,58,0,9.17,Operativo
477,2025-12-10,Puente Piedra,Metal,3.02,48,22,4,32.4,Mantenimiento
478,2025-05-20,Los Olivos,Papel y Cartón,11.25,60,48,3,26.19,Operativo
479,2025-01-21,Carabayllo,Plástico,19.63,60,80,1,14.49,Operativo
480,2025-03-28,Los Olivos,Orgánico,6.07,67,23,5,26.04,Operativo
481,2026-02-03,Independencia,Vidrio,5.53,61,35,2,18.09,Operativo
482,2025-01-21,Los Olivos,Metal,13.83,25,55,0,4.9,Operativo
483,2025-08-10,Puente Piedra,Plástico,15.13,53,47,0,29.35,Operativo
484,2025-04-21,Ancón,Plástico,12.19,76,64,5,3.53,Operativo
485,2026-04-28,San Martín de Porres,Papel y Cartón,14.23,57,55,2,22.81,Operativo
486,2024-08-13,Puente Piedra,Peligroso,4.25,78,68,2,10.79,Operativo
487,2025-06-09,San Martín de Porres,Orgánico,3.71,26,92,2,23.68,Operativo
488,2026-03-08,Puente Piedra,Plástico,4.86,59,91,5,5.1,Operativo
489,2024-09-22,Carabayllo,Metal,12.62,40,98,1,2.27,Operativo
490,2025-12-19,Independencia,Peligroso,8.69,22,57,1,13.0,Operativo
491,2025-04-04,Santa Rosa,Papel y Cartón,16.26,36,90,0,2.76,Operativo
492,2026-06-05,Santa Rosa,Metal,5.46,65,35,5,16.95,Operativo
493,2025-05-15,San Martín de Porres,Papel y Cartón,9.02,55,31,1,21.59,Operativo
494,2025-02-02,Puente Piedra,Metal,19.14,49,44,4,7.27,Operativo
495,2025-02-18,Ancón,Vidrio,16.76,58,60,1,29.38,Operativo
496,2025-05-22,Los Olivos,Peligroso,16.81,77,91,5,21.43,Operativo
497,2025-01-08,Carabayllo,Metal,8.98,61,62,3,19.98,Operativo
498,2025-05-23,Los Olivos,Plástico,14.82,27,95,1,14.12,Operativo
499,2026-03-05,San Martín de Porres,Metal,4.89,57,46,2,12.23,Operativo
500,2026-06-26,Ancón,Vidrio,16.3,60,20,1,20.79,Operativo
501,2025-07-08,Carabayllo,Peligroso,14.19,48,34,2,33.21,Operativo
502,2024-09-03,Puente Piedra,Papel y Cartón,15.12,25,41,5,11.82,Operativo
503,2025-10-22,Ancón,Metal,8.62,20,22,4,8.16,Operativo
504,2024-12-28,Carabayllo,Orgánico,10.09,20,41,4,8.15,Operativo
505,2025-02-14,Los Olivos,Plástico,8.96,35,38,4,19.2,Operativo
506,2025-05-27,San Martín de Porres,Orgánico,9.33,69,47,4,11.17,Operativo
507,2025-11-25,Los Olivos,Peligroso,2.03,51,27,4,31.85,Operativo
508,2026-01-27,Carabayllo,Plástico,9.18,49,23,4,6.43,Operativo
509,2025-08-30,San Martín de Porres,Metal,17.32,43,83,4,21.05,Operativo
510,2025-09-22,San Martín de Porres,Vidrio,15.06,62,68,0,12.02,Operativo
511,2026-06-03,Independencia,Vidrio,2.04,64,36,0,3.48,Operativo
512,2024-09-16,Carabayllo,Papel y Cartón,18.32,67,42,3,25.63,Operativo
513,2024-07-13,Comas,Papel y Cartón,7.78,43,89,1,7.02,Operativo
514,2024-12-13,San Martín de Porres,Papel y Cartón,2.61,67,91,2,9.73,Operativo
515,2024-11-23,Puente Piedra,Plástico,3.67,65,77,0,3.17,Operativo
516,2025-02-24,Puente Piedra,Orgánico,17.5,70,99,2,12.97,Operativo
517,2025-04-13,San Martín de Porres,Peligroso,7.18,79,43,2,7.07,Operativo
518,2025-05-23,Independencia,Metal,17.76,24,38,1,15.75,Operativo
519,2024-11-18,Los Olivos,Plástico,8.83,49,44,2,14.64,Operativo
520,2025-05-10,Puente Piedra,Orgánico,15.13,75,92,2,7.47,Mantenimiento
521,2026-03-30,Puente Piedra,Metal,10.01,51,64,4,24.13,Mantenimiento
522,2024-10-23,Los Olivos,Papel y Cartón,15.58,47,94,3,33.47,Operativo
523,2025-08-23,San Martín de Porres,Plástico,13.16,58,20,0,27.24,Operativo
524,2025-04-01,Los Olivos,Metal,9.44,36,61,3,28.03,Operativo
525,2024-10-26,San Martín de Porres,Vidrio,19.04,26,52,1,23.34,Mantenimiento
526,2025-09-10,Los Olivos,Papel y Cartón,14.17,62,99,2,19.83,Mantenimiento
527,2025-08-22,Independencia,Papel y Cartón,12.21,63,37,2,26.99,Operativo
528,2026-05-13,Puente Piedra,Plástico,11.05,63,95,1,34.12,Operativo
529,2024-10-19,Ancón,Vidrio,5.52,77,38,5,14.86,Operativo
530,2025-02-07,Los Olivos,Plástico,16.22,21,94,2,31.83,Mantenimiento
531,2024-12-07,Puente Piedra,Orgánico,5.36,77,45,2,9.71,Operativo
532,2024-07-30,Puente Piedra,Vidrio,14.64,61,75,3,11.79,Operativo
533,2026-01-23,Carabayllo,Peligroso,19.6,29,69,3,9.44,Operativo
534,2024-12-12,Comas,Metal,9.05,28,29,1,33.27,Operativo
535,2026-05-08,Carabayllo,Plástico,10.04,45,94,0,28.81,Operativo
536,2026-02-21,Puente Piedra,Peligroso,11.64,66,20,1,2.0,Mantenimiento
537,2025-10-24,San Martín de Porres,Metal,19.35,53,28,3,7.54,Operativo
538,2024-11-05,Ancón,Vidrio,7.87,63,63,3,20.47,Operativo
539,2025-04-22,Independencia,Orgánico,18.61,68,25,5,9.63,Operativo
540,2025-12-23,Comas,Peligroso,14.59,52,69,3,17.2,Operativo
541,2024-07-13,Puente Piedra,Peligroso,16.68,61,23,0,27.06,Operativo
542,2025-05-24,Los Olivos,Orgánico,12.14,38,74,0,8.48,Operativo
543,2024-09-21,Los Olivos,Metal,9.03,46,85,3,24.88,Operativo
544,2025-01-09,San Martín de Porres,Orgánico,17.88,73,87,2,16.08,Mantenimiento
545,2024-12-27,Carabayllo,Metal,4.27,62,78,5,29.89,Operativo
546,2025-10-23,Comas,Orgánico,6.4,54,72,3,13.91,Operativo
547,2025-06-09,Puente Piedra,Metal,6.15,52,81,4,33.47,Operativo
548,2024-12-25,Los Olivos,Plástico,6.34,39,20,3,29.84,Operativo
549,2026-02-02,Independencia,Orgánico,16.65,48,86,4,28.24,Operativo
550,2025-07-16,San Martín de Porres,Vidrio,9.88,57,31,5,26.55,Operativo
551,2025-04-17,Comas,Orgánico,10.86,33,71,1,30.63,Mantenimiento
552,2024-11-21,Independencia,Papel y Cartón,5.8,69,52,0,13.13,Operativo
553,2024-11-16,Carabayllo,Orgánico,13.57,55,32,4,16.63,Operativo
554,2024-11-08,Santa Rosa,Metal,6.5,24,31,2,13.28,Operativo
555,2025-06-05,Santa Rosa,Plástico,9.4,75,88,0,17.68,Operativo
556,2025-01-07,Independencia,Peligroso,7.03,25,45,2,33.16,Operativo
557,2025-02-13,Ancón,Vidrio,16.62,21,32,2,34.54,Operativo
558,2026-04-25,Comas,Vidrio,2.3,29,57,2,23.38,Operativo
559,2026-04-10,Los Olivos,Peligroso,3.24,53,52,1,29.79,Operativo
560,2025-06-10,Carabayllo,Metal,4.14,39,29,4,33.0,Operativo
561,2025-11-13,San Martín de Porres,Orgánico,8.58,78,73,1,18.8,Operativo
562,2024-08-31,Puente Piedra,Plástico,10.15,34,55,0,2.13,Operativo
563,2025-12-27,Carabayllo,Peligroso,3.28,67,72,5,15.98,Operativo
564,2024-11-01,San Martín de Porres,Papel y Cartón,2.49,78,63,0,19.29,Operativo
565,2024-07-14,Independencia,Metal,3.36,29,68,2,2.04,Operativo
566,2026-07-10,Ancón,Orgánico,9.16,55,72,3,27.89,Mantenimiento
567,2025-11-19,Independencia,Peligroso,9.41,22,99,1,3.79,Operativo
568,2025-07-02,Comas,Metal,5.06,26,69,1,15.61,Operativo
569,2026-07-09,Ancón,Orgánico,6.09,27,53,1,4.08,Operativo
570,2026-05-26,Puente Piedra,Plástico,10.19,59,41,1,11.3,Operativo
571,2025-10-31,Santa Rosa,Plástico,16.66,33,98,5,13.3,Operativo
572,2025-09-11,Comas,Papel y Cartón,3.23,73,76,2,23.31,Operativo
573,2026-06-15,Ancón,Peligroso,8.94,32,91,0,10.79,Operativo
574,2025-12-22,Comas,Plástico,6.05,28,66,5,10.55,Operativo
575,2025-04-21,Comas,Peligroso,2.2,37,52,0,31.29,Operativo
576,2025-05-10,San Martín de Porres,Metal,5.92,57,93,5,11.73,Operativo
577,2026-06-18,Los Olivos,Peligroso,17.75,42,24,3,3.01,Operativo
578,2026-07-07,Carabayllo,Vidrio,2.64,51,47,3,3.33,Operativo
579,2025-02-18,Puente Piedra,Peligroso,7.48,29,89,5,6.67,Operativo
580,2026-05-13,Puente Piedra,Peligroso,14.04,79,98,5,27.47,Operativo
581,2025-11-10,Los Olivos,Metal,12.41,37,60,1,27.37,Operativo
582,2025-08-25,Los Olivos,Vidrio,15.54,64,27,2,12.84,Operativo
583,2024-09-06,Independencia,Plástico,5.32,37,60,1,23.57,Operativo
584,2025-12-05,Independencia,Metal,2.54,34,40,1,7.27,Operativo
585,2025-07-13,Carabayllo,Vidrio,17.97,21,39,3,22.8,Operativo
586,2024-08-01,Santa Rosa,Metal,4.07,49,71,4,26.52,Operativo
587,2024-12-13,Independencia,Papel y Cartón,5.13,39,66,1,11.01,Operativo
588,2025-04-15,Santa Rosa,Plástico,14.41,66,62,4,32.75,Operativo
589,2024-08-20,Carabayllo,Vidrio,19.56,20,77,4,23.61,Operativo
590,2024-08-29,Independencia,Metal,14.13,51,69,5,31.01,Operativo
591,2025-11-12,San Martín de Porres,Papel y Cartón,5.8,25,71,2,17.96,Operativo
592,2026-03-31,San Martín de Porres,Metal,18.79,72,77,3,33.82,Mantenimiento
593,2025-09-02,Los Olivos,Metal,16.2,73,53,3,21.53,Operativo
594,2025-07-15,Carabayllo,Peligroso,3.79,45,84,1,18.16,Operativo
595,2026-04-06,Comas,Plástico,2.97,42,85,1,7.7,Operativo
596,2025-04-18,Puente Piedra,Vidrio,5.84,75,42,5,29.91,Operativo
597,2025-01-06,Puente Piedra,Metal,18.0,24,42,0,29.6,Operativo
598,2025-08-29,Los Olivos,Orgánico,17.21,70,27,2,7.73,Operativo
599,2025-08-21,Carabayllo,Plástico,18.1,68,80,1,25.86,Operativo
600,2026-01-29,Puente Piedra,Orgánico,6.44,70,36,0,4.19,Operativo
601,2025-10-22,Comas,Vidrio,18.7,67,48,4,2.7,Operativo
602,2024-07-31,Santa Rosa,Vidrio,19.63,30,30,5,6.86,Operativo
603,2025-11-27,Carabayllo,Orgánico,10.17,46,51,5,13.75,Operativo
604,2026-01-09,San Martín de Porres,Peligroso,5.31,30,22,5,9.23,Mantenimiento
605,2026-06-28,Puente Piedra,Plástico,5.02,69,80,0,21.47,Operativo
606,2026-07-11,Santa Rosa,Plástico,12.01,59,38,1,14.33,Operativo
607,2025-06-22,Carabayllo,Papel y Cartón,8.59,50,56,2,29.62,Operativo
608,2026-07-09,Ancón,Vidrio,15.96,76,62,0,33.45,Operativo
609,2024-08-26,Santa Rosa,Papel y Cartón,9.0,75,35,1,13.22,Operativo
610,2025-10-12,Los Olivos,Plástico,4.46,77,54,0,22.52,Operativo
611,2025-10-19,Independencia,Metal,19.61,46,62,1,16.45,Operativo
612,2024-08-03,Santa Rosa,Metal,10.43,63,31,0,15.81,Operativo
613,2025-03-09,Comas,Plástico,18.12,69,72,3,10.85,Operativo
614,2025-10-17,San Martín de Porres,Papel y Cartón,19.94,36,40,2,14.17,Operativo
615,2025-02-04,Independencia,Peligroso,6.76,74,78,2,25.34,Mantenimiento
616,2025-01-19,Puente Piedra,Vidrio,11.62,43,64,4,26.19,Operativo
617,2024-08-30,Carabayllo,Papel y Cartón,12.91,61,89,0,10.86,Operativo
618,2026-06-29,Puente Piedra,Orgánico,7.44,26,56,5,29.76,Operativo
619,2025-06-05,Ancón,Orgánico,13.64,39,44,3,10.69,Operativo
620,2026-06-30,Santa Rosa,Metal,8.39,51,47,0,32.13,Operativo
621,2026-02-12,Independencia,Metal,12.95,71,34,4,20.11,Operativo
622,2025-08-17,San Martín de Porres,Plástico,8.25,52,32,4,4.76,Operativo
623,2025-03-17,Los Olivos,Papel y Cartón,16.02,37,67,0,31.6,Operativo
624,2025-04-06,Los Olivos,Peligroso,19.39,77,26,1,27.84,Mantenimiento
625,2026-05-17,Independencia,Metal,4.23,79,63,4,19.51,Operativo
626,2025-08-03,Santa Rosa,Peligroso,10.49,20,84,2,24.46,Operativo
627,2025-05-05,Independencia,Peligroso,10.8,24,64,1,21.57,Operativo
628,2025-11-15,Santa Rosa,Orgánico,3.52,70,66,0,16.59,Operativo
629,2024-11-27,Puente Piedra,Orgánico,16.73,67,24,4,22.56,Operativo
630,2026-06-30,Santa Rosa,Plástico,14.43,51,66,1,6.86,Operativo
631,2025-06-01,Carabayllo,Vidrio,6.32,51,88,0,2.22,Operativo
632,2026-05-20,Puente Piedra,Metal,10.89,55,90,5,12.97,Operativo
633,2026-03-06,Ancón,Vidrio,11.49,31,49,2,16.88,Operativo
634,2025-06-16,Puente Piedra,Plástico,3.22,68,86,3,26.52,Operativo
635,2024-08-31,Santa Rosa,Vidrio,9.06,38,33,3,23.79,Operativo
636,2026-04-10,Independencia,Plástico,3.72,77,37,1,22.81,Operativo
637,2026-01-29,Independencia,Vidrio,2.83,78,22,4,14.63,Operativo
638,2024-10-05,Puente Piedra,Vidrio,7.27,59,32,0,2.85,Operativo
639,2025-02-24,Independencia,Plástico,6.76,45,32,4,17.58,Operativo
640,2025-03-27,Puente Piedra,Vidrio,2.66,71,94,4,24.73,Operativo
641,2025-08-26,Independencia,Papel y Cartón,2.06,68,65,4,32.07,Operativo
642,2024-10-10,Santa Rosa,Plástico,3.9,22,27,4,34.92,Mantenimiento
643,2025-10-29,Ancón,Plástico,18.28,51,93,3,13.17,Operativo
644,2026-04-08,Los Olivos,Plástico,15.2,30,90,0,18.16,Operativo
645,2024-11-10,Comas,Plástico,6.02,49,71,1,18.39,Operativo
646,2025-08-15,San Martín de Porres,Vidrio,2.05,50,95,5,32.87,Operativo
647,2025-04-20,Independencia,Peligroso,17.88,47,39,3,27.44,Operativo
648,2025-10-11,Independencia,Papel y Cartón,5.37,77,27,5,12.23,Operativo
649,2026-03-07,Santa Rosa,Plástico,9.35,61,35,4,28.7,Operativo
650,2025-10-21,Santa Rosa,Plástico,5.64,71,22,4,20.36,Operativo
651,2025-06-01,Los Olivos,Orgánico,14.0,44,28,4,27.8,Operativo
652,2026-03-28,Ancón,Plástico,8.48,32,35,2,5.69,Operativo
653,2025-04-19,Los Olivos,Orgánico,6.02,26,42,2,7.65,Operativo
654,2025-08-06,San Martín de Porres,Peligroso,17.52,44,21,3,6.09,Operativo
655,2025-12-11,Comas,Vidrio,6.34,61,71,4,21.42,Operativo
656,2026-03-08,Los Olivos,Papel y Cartón,8.12,36,88,3,13.0,Mantenimiento
657,2026-05-12,Santa Rosa,Orgánico,14.18,47,84,4,11.85,Operativo
658,2025-09-21,Independencia,Plástico,2.03,78,66,4,25.11,Operativo
659,2025-05-19,Santa Rosa,Vidrio,17.7,45,70,5,16.22,Operativo
660,2024-12-12,San Martín de Porres,Plástico,18.01,43,49,4,29.62,Operativo
661,2025-02-18,San Martín de Porres,Vidrio,19.77,62,20,3,25.08,Operativo
662,2025-12-10,Carabayllo,Plástico,2.44,58,46,5,6.7,Operativo
663,2025-06-08,Carabayllo,Vidrio,17.61,29,66,4,33.95,Operativo
664,2025-12-30,Ancón,Metal,14.15,33,42,0,12.89,Operativo
665,2024-09-28,San Martín de Porres,Plástico,11.25,40,51,4,16.32,Operativo
666,2026-03-29,Los Olivos,Peligroso,3.55,23,65,2,26.31,Operativo
667,2025-04-12,Puente Piedra,Papel y Cartón,4.1,71,23,1,31.18,Operativo
668,2026-04-02,Independencia,Plástico,18.82,26,37,2,33.45,Operativo
669,2026-04-26,Independencia,Papel y Cartón,15.67,29,89,0,16.71,Operativo
670,2025-08-04,Puente Piedra,Metal,13.88,74,99,1,17.05,Operativo
671,2026-05-10,Ancón,Plástico,13.57,20,85,4,15.18,Operativo
672,2025-03-02,San Martín de Porres,Plástico,12.43,76,43,4,17.96,Operativo
673,2026-01-11,Carabayllo,Plástico,16.67,46,30,0,17.3,Operativo
674,2026-04-17,Independencia,Papel y Cartón,18.28,28,41,2,22.2,Operativo
675,2026-04-08,Independencia,Peligroso,9.02,69,85,2,30.81,Operativo
676,2025-03-09,Ancón,Plástico,11.15,62,86,2,16.29,Operativo
677,2025-03-05,Ancón,Peligroso,5.94,57,70,5,19.42,Operativo
678,2026-01-13,Carabayllo,Plástico,10.31,60,67,3,7.88,Operativo
679,2024-09-01,San Martín de Porres,Papel y Cartón,19.7,75,74,5,18.69,Mantenimiento
